model_type,hyper_id,train_time,best_nround,eval_logloss,test_logloss,eval_gini,test_gini
xgboost,1,0.026533687,60,0.4578002,0.37460208,0.6818028169014085,0.7866188769414577
xgboost,2,0.030029823,100,0.46618873,0.42994672,0.6921690140845072,0.7304659498207888
xgboost,3,0.031436643,70,0.46061096,0.38771635,0.6745915492957748,0.7746714456391879
xgboost,4,0.01972825,61,0.44696328,0.36641833,0.7072676056338029,0.8160095579450419
xgboost,5,0.015419999,34,0.46039099,0.38750654,0.687661971830986,0.7820788530465953
xgboost,6,0.022424174,60,0.43941563,0.37907797,0.7167323943661972,0.7911589008363202
xgboost,7,0.020912949,74,0.43332797,0.37327692,0.7187605633802818,0.7933094384707291
xgboost,8,0.053273902,130,0.43545553,0.37925285,0.7192112676056338,0.7956989247311831
xgboost,9,0.056720036,218,0.44837365,0.40470126,0.7041126760563382,0.7612903225806453
xgboost,10,0.020507693,60,0.45172894,0.3933411,0.7007323943661972,0.7839904420549585
xgboost,11,0.030677391,97,0.4694166,0.43476716,0.6741408450704226,0.7135005973715652
xgboost,12,0.039835776,162,0.46167997,0.43288496,0.7011830985915494,0.7221027479091997
xgboost,13,0.032421014,123,0.4316612,0.37566733,0.7284507042253522,0.7971326164874555
xgboost,14,0.032808131,109,0.42874593,0.37354547,0.7284507042253521,0.7945041816009559
xgboost,15,0.035723033,130,0.43860462,0.38751888,0.7174084507042254,0.7820788530465953
xgboost,16,0.019533652,74,0.4229556,0.36960992,0.7313802816901409,0.7952210274790921
